"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ywhaq",2.01963875199693e-25,-0.252683993351604,1,1,3.19547243340955e-21,"0","Ywhaq"
"Fam19a5",2.63905268418728e-25,0.699004337315402,0.914,0.808,4.17550915692112e-21,"0","Fam19a5"
"Rbmx",2.81214626330028e-25,-0.72368267004265,0.717,0.857,4.4493778177937e-21,"0","Rbmx"
"Rpl14",3.11581103693268e-25,-0.15133717141354,1,1,4.92983622263488e-21,"0","Rpl14"
"Maea",3.37690164641166e-25,-0.488987017225155,0.915,0.969,5.34293378495252e-21,"0","Maea"
"Sgpl1",3.77844638803566e-25,-0.792546421459669,0.504,0.733,5.97825787515003e-21,"0","Sgpl1"
"Ewsr1",5.91595255207128e-25,-0.345842977326926,0.995,0.998,9.36022012788719e-21,"0","Ewsr1"
"Lamtor4",5.91907161369718e-25,0.366790541247391,0.999,0.993,9.36515510719168e-21,"0","Lamtor4"
"Rrbp1",6.13669706659623e-25,0.397150786398423,0.999,0.998,9.70948209876856e-21,"0","Rrbp1"
"Ptpra",7.48901778082803e-25,0.455189218032838,0.996,0.987,1.18491239328261e-20,"0","Ptpra"
"Psma5",7.80817498055974e-25,-0.255572878331685,1,1,1.23540944542416e-20,"0","Psma5"
"Plekhb1",1.05588577588756e-24,0.816726188070588,0.861,0.72,1.67062247460929e-20,"0","Plekhb1"
"Uqcr10",1.07371811163748e-24,0.258284525881082,1,1,1.69883679623282e-20,"0","Uqcr10"
"Tuba1b",1.65324584645477e-24,-0.625809025866779,0.999,0.996,2.61576557826074e-20,"0","Tuba1b"
"Wdr74",1.81144110977461e-24,-1.1155470562214,0.244,0.489,2.86606212388539e-20,"0","Wdr74"
"Ube2i",1.85587171978099e-24,-0.252651364810832,0.999,1,2.93636023503749e-20,"0","Ube2i"
"Cd302",1.89118176952404e-24,-1.04573244770567,0.268,0.509,2.99222779574094e-20,"0","Cd302"
"Hsf2",1.95604840766219e-24,-1.06954188695696,0.292,0.54,3.09485979060312e-20,"0","Hsf2"
"Fth1",2.03835700091772e-24,0.316480332403938,1,1,3.22508844685202e-20,"0","Fth1"
"Pabpc1",2.24064287274755e-24,-0.206392887747581,1,1,3.54514515326118e-20,"0","Pabpc1"
"Hnrnpl",2.41078233960083e-24,-0.495492032692229,0.921,0.967,3.81433981771643e-20,"0","Hnrnpl"
"Jmjd1c",2.72263685128516e-24,-0.729689021942778,0.771,0.883,4.30775602610338e-20,"0","Jmjd1c"
"Nfkbiz",4.19084521841766e-24,1.92550103525707,0.39,0.145,6.63075530458042e-20,"0","Nfkbiz"
"Ubc",4.39096540505968e-24,0.440156218644922,1,0.998,6.94738546388543e-20,"0","Ubc"
"Herc4",5.20830015661276e-24,-1.08495873638797,0.293,0.533,8.24057250779271e-20,"0","Herc4"
"Cbr3",6.38859747157448e-24,0.742748973462045,0.869,0.623,1.01080389195251e-19,"0","Cbr3"
"Dad1",6.40642096074229e-24,0.233500193659336,1,1,1.01362392440864e-19,"0","Dad1"
"Cdkn2a",6.86668652308023e-24,0.669130751481104,0.958,0.947,1.08644714168175e-19,"0","Cdkn2a"
"Atp1b2",7.17037589293716e-24,1.20363042764993,0.695,0.498,1.13449687378052e-19,"0","Atp1b2"
"Tsc22d4",9.37080589610316e-24,0.530286199598989,0.99,0.974,1.48264890888144e-19,"0","Tsc22d4"
"Spon1",9.47891949048071e-24,0.626733079458174,0.942,0.855,1.49975464178386e-19,"0","Spon1"
"Atp5e",9.79248236907695e-24,0.213244063188684,1,1,1.54936656043535e-19,"0","Atp5e"
"Hnrnpd",1.01813634844899e-23,-0.37567475514669,0.998,1,1.610895330516e-19,"0","Hnrnpd"
"Mfsd2a",1.14341481862464e-23,-2.45401888429713,0.063,0.218,1.8091109260279e-19,"0","Mfsd2a"
"Hypk",1.17073574816196e-23,-0.634643907281275,0.675,0.879,1.85233810074185e-19,"0","Hypk"
"Vax2",1.19623608409625e-23,1.50096845513535,0.451,0.2,1.89268473225708e-19,"0","Vax2"
"Peg12",1.45800326992175e-23,-0.804103526206507,0.622,0.804,2.30685277367019e-19,"0","Peg12"
"Bcan",1.58449833986776e-23,0.375656124778479,0.999,1,2.50699327333877e-19,"0","Bcan"
"Hoxa5",2.01464765505435e-23,0.715443425027863,0.911,0.833,3.18757551982699e-19,"0","Hoxa5"
"Magoh",2.82693232123086e-23,-0.404111557521691,0.97,0.993,4.47277231865147e-19,"0","Magoh"
"Hoxc9",3.5932806295004e-23,7.40195361867143,0.187,0,5.68528861199553e-19,"0","Hoxc9"
"Dll3",3.99295360862878e-23,-1.94646088726158,0.136,0.324,6.31765119957246e-19,"0","Dll3"
"Tkt",4.14890075116977e-23,-0.269383307525401,1,1,6.56439076850081e-19,"0","Tkt"
"St8sia2",4.6699483481503e-23,-1.83711349107322,0.071,0.233,7.3887922764434e-19,"0","St8sia2"
"Peg3",4.95419812309564e-23,-0.745187554709756,0.737,0.896,7.83853227036192e-19,"0","Peg3"
"Mgst3",5.8709359936386e-23,1.24415389054869,0.517,0.271,9.28899492913499e-19,"0","Mgst3"
"Grb10",6.82345291736509e-23,-3.34727734213718,0.013,0.108,1.0796067205855e-18,"0","Grb10"
"Sorcs1",6.83142932120575e-23,1.03496446175951,0.659,0.438,1.08086874720117e-18,"0","Sorcs1"
"Gdf15",7.12860723574971e-23,-4.09767637938271,0.012,0.106,1.12788823684032e-18,"0","Gdf15"
"Rpl13a",9.10976653276986e-23,-0.234246509174332,1,1,1.44134726081485e-18,"0","Rpl13a"
"B9d1",9.13756449100426e-23,-0.573139948072159,0.754,0.907,1.44574545376669e-18,"0","B9d1"
"Stip1",9.72827425078042e-23,-0.367172677619174,0.99,0.996,1.53920755195848e-18,"0","Stip1"
"Mt1",1.25689206293751e-22,0.639247627062891,0.992,0.958,1.98865462197973e-18,"0","Mt1"
"Hsph1",1.26761630063487e-22,-0.59253904597877,0.755,0.912,2.0056225108645e-18,"0","Hsph1"
"Mdga2",1.26938735481231e-22,0.864448850004302,0.764,0.617,2.00842467278403e-18,"0","Mdga2"
"Nudt21",1.58217027653474e-22,-0.323307356947546,0.998,1,2.50330981153326e-18,"0","Nudt21"
"Tspan15",1.76715419377577e-22,-1.00017769175564,0.341,0.579,2.79599136539202e-18,"0","Tspan15"
"Itm2b",1.77368927809893e-22,0.384884047854461,1,1,2.80633117580813e-18,"0","Itm2b"
"Hnrnph1",1.85642064375639e-22,-0.389219158021688,0.983,0.991,2.93722874255137e-18,"0","Hnrnph1"
"Atox1",2.19189254635369e-22,0.281642441724523,1,1,3.46801238684081e-18,"0","Atox1"
"Efs",2.21904037086064e-22,-0.976171118138691,0.344,0.573,3.5109656747757e-18,"0","Efs"
"Mrpl48",2.35397515256112e-22,0.472042233997518,0.965,0.916,3.7244594863822e-18,"0","Mrpl48"
"Thra",2.75790772835461e-22,0.516522092723237,0.981,0.941,4.36356160780267e-18,"0","Thra"
"Fbl",2.85201195132661e-22,-0.333957971600572,0.998,0.998,4.51245330938896e-18,"0","Fbl"
"Aga",2.87634985734095e-22,2.65353675722265,0.259,0.048,4.55096074428485e-18,"0","Aga"
"Qk",2.93718243460185e-22,0.292123504345745,1,1,4.64721004802705e-18,"0","Qk"
"Apex1",3.42599926787812e-22,-0.3792102760486,0.987,0.989,5.42061604163675e-18,"0","Apex1"
"Slc25a16",3.64522668624618e-22,-1.09434869541822,0.207,0.434,5.7674776629787e-18,"0","Slc25a16"
"Ccdc91",3.81106398188548e-22,-0.89117296256414,0.315,0.562,6.0298654321392e-18,"0","Ccdc91"
"Rbbp7",3.95180428044276e-22,-0.328471950327229,0.994,0.998,6.25254473251653e-18,"0","Rbbp7"
"Ebf3",4.3415985409506e-22,-1.12325265621001,0.412,0.612,6.86927721149204e-18,"0","Ebf3"
"Tslp",4.53511069388616e-22,-2.00952176394463,0.052,0.194,7.17545213986669e-18,"0","Tslp"
"1110008P14Rik",5.38123419100844e-22,0.648281451123677,0.926,0.804,8.51418873701355e-18,"0","1110008P14Rik"
"Rps27a",7.13274417042052e-22,-0.125381442865701,1,1,1.12854278264393e-17,"0","Rps27a"
"Pou3f2",7.32418408845166e-22,-0.830507706082626,0.548,0.749,1.15883240647482e-17,"0","Pou3f2"
"P4ha1",7.47996354110776e-22,-0.717457485376985,0.527,0.751,1.18347983147407e-17,"0","P4ha1"
"Fam13c",8.13221515053575e-22,-1.3134449156371,0.206,0.416,1.28667908111777e-17,"0","Fam13c"
"Ndn",9.33453012871182e-22,-0.593404017021335,0.638,0.905,1.47690935696478e-17,"0","Ndn"
"Pomc",9.64803766319595e-22,-2.81396760672584,0.015,0.11,1.52651251907086e-17,"0","Pomc"
"Coro2b",1.0349743695471e-21,0.582904283764622,0.951,0.883,1.63753644749741e-17,"0","Coro2b"
"Sptan1",1.06989567539876e-21,0.486870759613196,0.989,0.956,1.69278893761592e-17,"0","Sptan1"
"Rhoj",1.09123992575815e-21,-0.967033011825283,0.364,0.597,1.72655981053455e-17,"0","Rhoj"
"Bod1l",1.11786394025195e-21,-0.424714052497984,0.967,0.982,1.76868432626664e-17,"0","Bod1l"
"Rpl31",1.29210054363287e-21,-0.167716421314632,1,1,2.04436148013592e-17,"0","Rpl31"
"Psma7",1.34070852873008e-21,-0.210483863334133,1,1,2.12126903415673e-17,"0","Psma7"
"Lyplal1",1.45599803433931e-21,-0.797240067173582,0.316,0.573,2.30368008993166e-17,"0","Lyplal1"
"Map2k1",1.45977402893265e-21,-0.440488890739018,0.947,0.98,2.30965446857724e-17,"0","Map2k1"
"mt-Cytb",1.6483437018975e-21,-0.183987062279499,1,1,2.60800940514222e-17,"0","mt-Cytb"
"Gcc2",1.78708046142819e-21,-0.929545014780272,0.373,0.612,2.82751870607168e-17,"0","Gcc2"
"Hip1",1.91188446754384e-21,0.370551472072693,0.999,0.998,3.02498360454787e-17,"0","Hip1"
"Sf3a3",1.93275820523337e-21,-0.445034502773321,0.941,0.974,3.05801003232024e-17,"0","Sf3a3"
"Mmp16",2.15074046577465e-21,2.68956286240184,0.24,0.04,3.40290156494866e-17,"0","Mmp16"
"Sowahc",2.16688594149094e-21,-1.12894036252249,0.229,0.447,3.42844693662697e-17,"0","Sowahc"
"Sipa1l2",2.18427324969592e-21,0.979270068426988,0.718,0.548,3.45595713566889e-17,"0","Sipa1l2"
"Rps17",2.23566526404546e-21,-0.150648070868432,1,1,3.53726958077272e-17,"0","Rps17"
"Fuca1",2.409093207031e-21,0.410024796571338,0.987,0.976,3.81166727216444e-17,"0","Fuca1"
"Hist1h2ac",2.52173189461206e-21,-1.93223984285834,0.103,0.273,3.98988420365521e-17,"0","Hist1h2ac"
"Map4k4",2.6533949258028e-21,0.351121000509338,1,0.998,4.1982014516052e-17,"0","Map4k4"
"Ahsa2",2.69560890196665e-21,-0.438212323819948,0.904,0.978,4.26499240469164e-17,"0","Ahsa2"
"Airn",2.72882126177191e-21,1.61645318465525,0.367,0.134,4.31754100037552e-17,"0","Airn"
"Cdk1",2.95066409812846e-21,-1.32627091325424,0.627,0.767,4.66854073605884e-17,"0","Cdk1"
"Trib2",3.12992116198161e-21,0.639466084533893,0.877,0.758,4.95216126248731e-17,"0","Trib2"
"Fibp",3.20037891770299e-21,0.419212357125723,0.988,0.969,5.06363952358966e-17,"0","Fibp"
"Mfsd10",3.55216487049146e-21,-1.13699356406271,0.366,0.562,5.62023525809158e-17,"0","Mfsd10"
"Gstm1",3.74807860917826e-21,0.491393657788855,1,0.989,5.93020997544185e-17,"0","Gstm1"
"Nrgn",4.33671537844544e-21,-1.00594662132289,0.693,0.837,6.86155107177638e-17,"0","Nrgn"
"Cct5",4.94376563984518e-21,-0.202264133865406,1,1,7.82202599536304e-17,"0","Cct5"
"Gria4",4.98353038339178e-21,1.56488283640754,0.43,0.2,7.88494177260248e-17,"0","Gria4"
"Pbx3",5.15511817340769e-21,-0.794616984558445,0.463,0.692,8.15642797396564e-17,"0","Pbx3"
"Rps5",6.37709191821373e-21,-0.126528552821225,1,1,1.00898348329978e-16,"0","Rps5"
"Cox4i1",7.19992657111742e-21,0.142108556801494,1,1,1.1391723820822e-16,"0","Cox4i1"
"Ruvbl2",7.37426900405508e-21,-0.45689021121799,0.883,0.965,1.16675684182159e-16,"0","Ruvbl2"
"Meox1",9.01215541712211e-21,-2.5361698482203,0.05,0.183,1.42590323009706e-16,"0","Meox1"
"Tenm4",1.18728579601505e-20,-1.73648885404812,0.083,0.242,1.87852358645502e-16,"0","Tenm4"
"Rpl5",1.33234207680339e-20,-0.139786525708413,1,1,2.10803163391832e-16,"0","Rpl5"
"Ddx39",1.38360025410083e-20,-0.451991054649036,0.949,0.976,2.18913232203833e-16,"0","Ddx39"
"Apoe",1.40963774117995e-20,1.95105179937773,0.576,0.363,2.23032883409492e-16,"0","Apoe"
"Uqcr11",1.41499767498415e-20,0.212259735651012,1,1,2.23880932135992e-16,"0","Uqcr11"
"Rab13",1.42125504235433e-20,0.457240730553657,0.964,0.852,2.24870972801302e-16,"0","Rab13"
"Ntm",1.44898437776349e-20,-1.74743060433005,0.104,0.273,2.2925830824974e-16,"0","Ntm"
"Ppp1ca",1.48693252099493e-20,-0.21695280217603,1,1,2.35262463471818e-16,"0","Ppp1ca"
"Slc35f1",1.73050171563773e-20,-1.62086268251718,0.093,0.258,2.73799981448202e-16,"0","Slc35f1"
"Hmgb3",1.78608432995753e-20,-0.459619747816057,0.985,0.993,2.82594262685881e-16,"0","Hmgb3"
"Cadm1",2.15263918866449e-20,-0.775697816286208,0.512,0.718,3.40590572430495e-16,"0","Cadm1"
"Gjc1",2.15643577451314e-20,-0.70365897883895,0.482,0.727,3.41191268243468e-16,"0","Gjc1"
"Rabac1",2.32982739473409e-20,0.348801816396231,0.995,0.989,3.68625290394828e-16,"0","Rabac1"
"Psma6",2.34828116300423e-20,-0.24325253470886,1,1,3.71545045610529e-16,"0","Psma6"
"Pcbp4",2.39562743847678e-20,-0.504108864205862,0.937,0.965,3.79036173315797e-16,"0","Pcbp4"
"2010107E04Rik",2.4413445126059e-20,0.244695712627998,1,1,3.86269528784505e-16,"0","2010107E04Rik"
"Pla2g7",2.51662769782477e-20,3.21910293770588,0.291,0.088,3.98180834349836e-16,"0","Pla2g7"
"Rap1b",2.54114463812393e-20,0.59615292291022,0.999,0.996,4.02059904643967e-16,"0","Rap1b"
"Abhd4",2.94597113024677e-20,0.501192532350522,0.95,0.883,4.66111552227645e-16,"0","Abhd4"
"4933431E20Rik",3.04269245836621e-20,4.30630137960774,0.18,0.009,4.81414800762701e-16,"0","4933431E20Rik"
"Rps16",3.46304171123465e-20,-0.106926080196081,1,1,5.47922459551547e-16,"0","Rps16"
"Ddost",3.88524722739585e-20,0.299899080658505,0.999,0.998,6.14723816318571e-16,"0","Ddost"
"Gm2a",3.97513481837615e-20,0.825064418485956,0.762,0.601,6.28945830963474e-16,"0","Gm2a"
"Tspan3",4.1095238282675e-20,0.210705682113938,1,1,6.50208860108484e-16,"0","Tspan3"
"A2m",4.42584964045173e-20,1.74353001127776,0.431,0.214,7.00257930112272e-16,"0","A2m"
"Klf9",5.45326204003403e-20,0.710517170700691,0.888,0.747,8.62815119974185e-16,"0","Klf9"
"Msn",6.01152034600315e-20,0.418423356183015,0.994,0.982,9.51142749144619e-16,"0","Msn"
"Aamdc",6.50637555057421e-20,0.537310847926262,0.963,0.954,1.02943873961185e-15,"0","Aamdc"
"Psmd7",8.30866335642966e-20,-0.228179025033667,1,1,1.3145967162543e-15,"0","Psmd7"
"Gng2",8.69579489019563e-20,-0.645438551909786,0.687,0.848,1.37584866752675e-15,"0","Gng2"
"Dna2",1.02902799560466e-19,-1.39076716591206,0.17,0.359,1.62812809464569e-15,"0","Dna2"
"Tet1",1.03476508868221e-19,-0.932239842858337,0.308,0.531,1.63720532331299e-15,"0","Tet1"
"Spop",1.09393389687586e-19,-0.543708283446469,0.843,0.93,1.73082221163698e-15,"0","Spop"
"Dap",1.11899981146074e-19,0.72469983404854,0.801,0.648,1.77048150169319e-15,"0","Dap"
"Ryk",1.12906432423843e-19,0.310842544027953,0.999,0.998,1.78640557381005e-15,"0","Ryk"
"Magohb",1.14130578118953e-19,0.881898978989397,0.562,0.302,1.80577400699807e-15,"0","Magohb"
"Hcfc1r1",1.55508643155812e-19,0.614436397204662,0.879,0.775,2.46045775201126e-15,"0","Hcfc1r1"
"Igf2r",1.56318481690628e-19,-1.09191674914274,0.639,0.714,2.47327101730911e-15,"0","Igf2r"
"Ak2",1.5869806519946e-19,-0.408623734152905,0.964,0.982,2.51092078758585e-15,"0","Ak2"
"Snca",1.65968330821288e-19,-2.06779818522979,0.042,0.163,2.62595093025441e-15,"0","Snca"
"Per1",1.66146061112548e-19,1.4500785390015,0.408,0.187,2.62876297892273e-15,"0","Per1"
"Psmd1",1.84780238535096e-19,-0.291405451668792,0.998,0.998,2.92359293410228e-15,"0","Psmd1"
"Rps6",1.851204337471e-19,-0.122675025079935,1,1,2.92897550274662e-15,"0","Rps6"
"Csf2ra",1.90908762303181e-19,1.98719104936786,0.278,0.075,3.02055843716092e-15,"0","Csf2ra"
"Sept7",2.13260555416775e-19,0.256312595295756,1,1,3.37420850780421e-15,"0","Sept7"
"Acsl3",2.17132810776959e-19,-0.570028946317272,0.83,0.903,3.43547533211304e-15,"0","Acsl3"
"Ier5",2.21631318027843e-19,-0.927481818023095,0.445,0.65,3.50665071383653e-15,"0","Ier5"
"Zc3hav1",2.25226452154454e-19,-1.63700661463639,0.075,0.225,3.56353292598778e-15,"0","Zc3hav1"
"Atp8a1",3.42372902623214e-19,0.945623407890602,0.675,0.489,5.41702406530449e-15,"0","Atp8a1"
"Fkbp3",4.22872148749248e-19,-0.241675029064516,1,1,6.6906831375106e-15,"0","Fkbp3"
"Rnf2",5.25103751036798e-19,-0.563477194216038,0.703,0.861,8.30819154890421e-15,"0","Rnf2"
"Nrk",5.78059194269506e-19,-1.60541978842283,0.085,0.238,9.14605257173213e-15,"0","Nrk"
"Nespas",5.81112468696903e-19,-1.39837533141982,0.109,0.275,9.1943614797224e-15,"0","Nespas"
"Eif3d",6.28036943125476e-19,-0.271690258666815,0.998,1,9.93680051413127e-15,"0","Eif3d"
"Cyp2j6",6.44842695179046e-19,1.96657156425211,0.304,0.101,1.02027011231229e-14,"0","Cyp2j6"
"Rps14",6.46412962106955e-19,-0.101737691123304,1,1,1.02275458864562e-14,"0","Rps14"
"Eif3l",6.58038151159644e-19,-0.210466515945055,0.999,1,1.04114796276479e-14,"0","Eif3l"
"E330013P04Rik",6.81669889318733e-19,-1.14385242544154,0.201,0.394,1.0785380988801e-14,"0","E330013P04Rik"
"Rhobtb1",7.37310765765237e-19,-1.57759356941566,0.095,0.251,1.16657309359376e-14,"0","Rhobtb1"
"Ank3",8.17460577983935e-19,-0.934042535884201,0.08,0.236,1.29338612648618e-14,"0","Ank3"
"Gsta4",9.01431211715245e-19,0.575206170439375,0.871,0.731,1.42624446317586e-14,"0","Gsta4"
"Fam49a",9.2352560594222e-19,0.912891730002224,0.635,0.434,1.46120221372178e-14,"0","Fam49a"
"Cntn1",1.07466824407149e-18,1.70800153101769,0.442,0.24,1.70034009576992e-14,"0","Cntn1"
"Slitrk1",1.08273978095834e-18,-2.05250252467191,0.036,0.15,1.71311088143229e-14,"0","Slitrk1"
"Gas6",1.1281088963687e-18,-0.527135185528973,0.846,0.952,1.78489389583456e-14,"0","Gas6"
"Rev3l",1.26373497716902e-18,0.459488604594469,0.978,0.943,1.99948148087682e-14,"0","Rev3l"
"Arf4",1.35279707016094e-18,0.269863458232038,1,1,2.14039552440864e-14,"0","Arf4"
"Nhlrc1",1.4398179108305e-18,-2.07012793146218,0.035,0.145,2.27807989851601e-14,"0","Nhlrc1"
"Eif1ax",1.48460032965153e-18,-0.242912207106064,1,1,2.34893464157464e-14,"0","Eif1ax"
"Srsf1",1.50819512798843e-18,-0.340685752018742,0.98,0.991,2.3862663315033e-14,"0","Srsf1"
"Meioc",1.5320446686449e-18,-3.22280376683636,0.014,0.097,2.42400107472995e-14,"0","Meioc"
"Txnl1",1.57867101054457e-18,-0.225205711103081,1,1,2.49777327288363e-14,"0","Txnl1"
"Zbtb7c",1.59017683337765e-18,1.07721824129866,0.587,0.388,2.51597778577011e-14,"0","Zbtb7c"
"Pvt1",1.59204704177237e-18,-1.18240203097765,0.162,0.35,2.51893682949224e-14,"0","Pvt1"
"Tmem160",1.73490840379559e-18,0.312643388009883,0.996,0.989,2.74497207648539e-14,"0","Tmem160"
"CAAA01147332.1",1.82012923851726e-18,-1.90569268824678,0.043,0.163,2.87980848118202e-14,"0","CAAA01147332.1"
"Rps28",1.82861834839579e-18,-0.167484381391876,1,1,2.89323995083183e-14,"0","Rps28"
"CT025619.1",1.9797055371696e-18,-0.90016864177514,0.259,0.476,3.13229010090974e-14,"0","CT025619.1"
"Psmb4",2.08328585291663e-18,-0.171422671430072,1,1,3.29617487648469e-14,"0","Psmb4"
"Dpysl3",2.08895568296364e-18,-0.698927692033496,0.605,0.786,3.30514568158508e-14,"0","Dpysl3"
"Rpl15",2.404161563402e-18,-0.111278217366955,1,1,3.80386442561464e-14,"0","Rpl15"
"Slc16a2",2.56683008868878e-18,-0.460372827190552,0.951,0.963,4.06123856632339e-14,"0","Slc16a2"
"Tle1",2.70850496697851e-18,-0.955056710100065,0.469,0.645,4.2853965587534e-14,"0","Tle1"
"Srsf3",3.07562006444365e-18,-0.285901791405369,1,1,4.86624606596274e-14,"0","Srsf3"
"Zfp365",3.25484877312924e-18,-0.945863126722312,0.283,0.493,5.14982172884508e-14,"0","Zfp365"
"Snrpd1",3.50464133964958e-18,-0.252531475316887,1,1,5.54504352759357e-14,"0","Snrpd1"
"Ndufa4",3.75809778448347e-18,0.154270372137633,1,1,5.94606231460975e-14,"0","Ndufa4"
"Camk2a",4.40104704137434e-18,-2.2968987933092,0.029,0.132,6.96333662886249e-14,"0","Camk2a"
"Ndufs6",4.45277641941081e-18,0.229389830308511,1,1,7.04518285079178e-14,"0","Ndufs6"
"Sox21",4.7413913417709e-18,-0.635125418901233,0.586,0.784,7.50182938094993e-14,"0","Sox21"
"Dcx",4.87138993163369e-18,-1.43294549262824,0.152,0.326,7.70751314983083e-14,"0","Dcx"
"Rab28",4.87578259902912e-18,-0.53747094108548,0.785,0.894,7.71446322818387e-14,"0","Rab28"
"Ppp2r2b",4.92463091724255e-18,-1.22681136923221,0.106,0.271,7.79175103726116e-14,"0","Ppp2r2b"
"Chn2",4.96185144575789e-18,0.616196781837705,0.917,0.815,7.85064135747813e-14,"0","Chn2"
"Sema6d",4.96367733851983e-18,0.51078296523908,0.96,0.87,7.85353028500607e-14,"0","Sema6d"
"Dhrs4",5.10277470610502e-18,0.479380895843364,0.932,0.848,8.07361013999937e-14,"0","Dhrs4"
"Mef2c",5.44670734492223e-18,0.651502330743579,0.828,0.685,8.61778036113596e-14,"0","Mef2c"
"Psmd14",5.92779216905706e-18,-0.301614788175277,0.994,1,9.37895276988208e-14,"0","Psmd14"
"Bicc1",6.02031017618576e-18,-0.848734575005581,0.366,0.57,9.52533476076111e-14,"0","Bicc1"
"Dag1",6.31935574234168e-18,0.396457275806553,0.99,0.976,9.998484655533e-14,"0","Dag1"
"Snx3",6.91518974570524e-18,0.199180929445212,1,1,1.09412132156548e-13,"0","Snx3"
"Epha5",6.91729971414801e-18,0.657640690858766,0.918,0.894,1.0944551607725e-13,"0","Epha5"
"Slc15a2",7.00510351728154e-18,0.529159534721287,0.946,0.87,1.10834747850428e-13,"0","Slc15a2"
"Gpat2",8.19805299658176e-18,6.59830583794499,0.145,0,1.29709594511917e-13,"0","Gpat2"
"Selenok",8.70023906184531e-18,0.208656150270759,1,1,1.37655182436517e-13,"0","Selenok"
"Dnaja1",9.14263525895545e-18,-0.189504635055164,1,1,1.44654775067193e-13,"0","Dnaja1"
"Aard",1.22181896553458e-17,1.02242801355035,0.658,0.522,1.93316196726882e-13,"0","Aard"
"Ruvbl1",1.29687329493846e-17,-0.421221060528972,0.911,0.976,2.05191292725163e-13,"0","Ruvbl1"
"Ccdc85b",1.3367891157946e-17,0.507069160353692,0.965,0.923,2.11506773901021e-13,"0","Ccdc85b"
"Loxl1",1.3916667850129e-17,-2.04413272292923,0.033,0.139,2.20189518724741e-13,"0","Loxl1"
"Gm2694",1.49177457824249e-17,-2.3145077205167,0.043,0.156,2.36028573769527e-13,"0","Gm2694"
"Gpi1",1.57391432462433e-17,0.319719037171417,1,1,2.49024724442062e-13,"0","Gpi1"
"Chchd2",1.66325588128558e-17,-0.106359814500048,1,1,2.63160345537005e-13,"0","Chchd2"
"Papd4",1.69204760945706e-17,-0.630750639828452,0.573,0.753,2.67715772768296e-13,"0","Papd4"
"Ndrg2",1.72317885974019e-17,1.51838229364804,0.472,0.269,2.72641359188093e-13,"0","Ndrg2"
"Snrpn",1.89653398146175e-17,-0.522831924503131,0.825,0.916,3.00069606546877e-13,"0","Snrpn"
"Rps15",1.93154199104052e-17,-0.104793736490803,1,1,3.05608573822431e-13,"0","Rps15"
"Rpl35a",2.18803098547211e-17,-0.11386773800074,1,1,3.46190262521398e-13,"0","Rpl35a"
"Psmd5",2.25587346077651e-17,-0.472220867453277,0.737,0.87,3.5692429896406e-13,"0","Psmd5"
"Gcat",2.48926491872891e-17,-0.594679692787203,0.725,0.839,3.93851495441289e-13,"0","Gcat"
"2700062C07Rik",2.83153662673365e-17,-0.778703801955057,0.397,0.595,4.48005725081799e-13,"0","2700062C07Rik"
"Gm13889",2.96908584049207e-17,1.20472310945922,0.688,0.498,4.69768761682656e-13,"0","Gm13889"
"Ppp1r1a",3.16515506719958e-17,0.99174522013329,0.619,0.436,5.00790834732317e-13,"0","Ppp1r1a"
