"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pomt1",2.40704885489625e-10,-0.515646134061924,0.403,0.567,3.80843269821685e-06
"Sgip1",2.48694818489555e-10,1.28894538468966,0.301,0.167,3.93484941814174e-06
"Car2",2.52071113259067e-10,0.790917632469415,0.586,0.461,3.98826915398495e-06
"Lef1",2.52497502459747e-10,-1.57713987867045,0.047,0.129,3.99501548391812e-06
"Cyp4b1",2.60213800076477e-10,-2.15106685697958,0.023,0.085,4.11710274481002e-06
"Lmnb1",2.60402973085201e-10,-0.436802024167673,0.848,0.909,4.12009584015405e-06
"Akap12",2.60534570844506e-10,0.382811224870675,0.975,0.875,4.12217797990177e-06
"Arid5b",2.6736337172807e-10,-0.542692969648375,0.492,0.638,4.23022326748152e-06
"Prss23",2.68667121035409e-10,-0.595289862489624,0.54,0.678,4.25085118902224e-06
"Slc3a2",2.83302071263302e-10,0.310366896010511,0.993,0.994,4.48240537152797e-06
"Ptch1",2.88973778922228e-10,-0.655164586150779,0.473,0.604,4.57214313010748e-06
"Psmd3",2.92309240010213e-10,-0.201015706833274,0.997,0.998,4.62491679544158e-06
"Cntn3",2.99423756321247e-10,0.859186379704055,0.446,0.298,4.73748267251477e-06
"Hdac11",3.02267174568348e-10,-0.747175468287077,0.271,0.412,4.7824712360204e-06
"Aacs",3.02675381836491e-10,-0.500339212564057,0.551,0.694,4.78892989141696e-06
"Pip5k1a",3.20574379594018e-10,-0.460670054792712,0.596,0.738,5.07212783393655e-06
"Hoxb6",3.21111625909949e-10,0.795497735307516,0.565,0.404,5.08062814514722e-06
"Nab1",3.24042906163969e-10,-0.359005085315576,0.755,0.875,5.12700686132631e-06
"Grid2",3.30447355033175e-10,0.666833793248856,0.551,0.421,5.2283380513349e-06
"Slc6a6",3.30448668356345e-10,-1.00407983615837,0.139,0.256,5.22835883073409e-06
"Pigt",3.38251900326307e-10,0.261674819025323,0.997,0.99,5.35182156696283e-06
"Cnrip1",3.43305069416932e-10,-5.39899437042317,0,0.026,5.4317728083147e-06
"Ptgds",3.460018235074e-10,0.357416086638286,0.918,0.857,5.47444085153409e-06
"Rpl37a",3.50094112155953e-10,0.0838107373896566,1,1,5.53918904253149e-06
"Nktr",3.53015132628404e-10,0.268551925396656,0.977,0.962,5.58540542844661e-06
"Myh11",3.56682487978392e-10,-2.12215416506434,0.028,0.093,5.64343032479411e-06
"Maff",3.66308610615804e-10,1.08124955905774,0.334,0.191,5.79573483716326e-06
"Rpa3",3.67819940900127e-10,-0.470740015013352,0.67,0.791,5.8196471049218e-06
"Fam49b",3.72141798337983e-10,-0.247977225869438,0.956,0.99,5.88802753330357e-06
"Prom1",3.78036625449922e-10,-0.755758828126671,0.148,0.272,5.98129548786867e-06
"Chn1",3.81582452205601e-10,0.550825130723888,0.741,0.672,6.03739755879702e-06
"Rps11",3.90994833045362e-10,-0.0752496383174677,1,1,6.18632024844371e-06
"Brix1",3.99384712086799e-10,-0.249478700558963,0.968,0.976,6.31906491463733e-06
"Shcbp1",4.17569868715519e-10,-0.617231162268305,0.427,0.573,6.60679046281694e-06
"Ppcs",4.21016744859811e-10,-0.644638639382893,0.379,0.513,6.66132693717194e-06
"Gne",4.27516909325505e-10,-0.516537993124846,0.464,0.606,6.76417253934814e-06
"Hnrnpr",4.41876174122946e-10,-0.204878211571244,0.995,1,6.99136482697325e-06
"Nsdhl",4.44224126584528e-10,-0.319134972221218,0.867,0.936,7.02851413082041e-06
"Nasp",4.53298823636065e-10,-0.312144165924697,0.964,0.978,7.17209398756982e-06
"Epb41l4a",4.60896725242343e-10,1.33047188418172,0.278,0.147,7.29230798678436e-06
"Rpl19",4.65932909610007e-10,-0.0663842771865024,1,1,7.37199049584952e-06
"Orc6",4.66392346650094e-10,-0.444866803992702,0.72,0.821,7.37925970869778e-06
"Kif5c",4.89135823925802e-10,-1.4857060036165,0.065,0.155,7.73910700615404e-06
"Plxnd1",4.97653491345474e-10,-0.827706806599089,0.231,0.362,7.87387354006809e-06
"Epb41",5.20020652996879e-10,-0.666448036014102,0.328,0.471,8.22776677171662e-06
"Pbxip1",5.30920811425315e-10,0.353535875952796,0.953,0.926,8.40022907837133e-06
"Lzts2",5.3225757272911e-10,-0.379480345358039,0.746,0.853,8.42137931571998e-06
"Cacng4",5.34873503504023e-10,-0.612819993142465,0.363,0.515,8.46276857244064e-06
"Sh3rf3",5.36347895953387e-10,-1.35969272031587,0.064,0.153,8.48609640977448e-06
"Lbr",5.42980818847035e-10,-0.543084917200303,0.524,0.66,8.59104251579778e-06
"Eif2s1",5.80624122152711e-10,-0.227465577119418,0.988,1,9.1866348607002e-06
"Ctnnd2",6.25178504706393e-10,0.37531171645932,0.887,0.825,9.89157430146454e-06
"Thyn1",6.29382239268181e-10,-0.221265530238536,0.976,0.986,9.95808578970115e-06
"Creb3l2",6.39332001647595e-10,0.516613442286459,0.812,0.765,1.01155109300683e-05
"Ttyh1",6.44162110364273e-10,0.512143789690374,0.842,0.75,1.01919329101835e-05
"Cetn3",6.45291844690406e-10,-0.189996854219276,0.993,1,1.02098075666916e-05
"Aatk",6.70839303365138e-10,1.08482140684109,0.269,0.135,1.06140194578432e-05
"Commd10",6.85780211322138e-10,-0.408605111482197,0.611,0.748,1.08504145035389e-05
"Aen",6.9036760331781e-10,-0.29423244308682,0.95,0.962,1.09229962196944e-05
"Hlf",7.04745082107883e-10,1.52210271768362,0.158,0.05,1.11504766891109e-05
"Bin1",7.24070025289562e-10,-0.280577047272281,0.924,0.96,1.14562359401315e-05
"Fam136a",7.74895375553324e-10,-0.332145400237019,0.871,0.928,1.22603946320047e-05
"Cox7c",7.9910562784796e-10,0.10722045899131,1,1,1.26434492438104e-05
"Fads3",8.07591308319967e-10,-0.859097041233544,0.375,0.489,1.27777096802385e-05
"Gde1",8.07708676537103e-10,0.22252489734984,0.995,0.996,1.277956668017e-05
"Fbn1",8.1087500320712e-10,-0.550385763608519,0.528,0.664,1.2829664300743e-05
"Zfp770",8.2376231010758e-10,-0.49021604796254,0.522,0.65,1.30335672705221e-05
"Pimreg",8.35942886949264e-10,-0.713442113091094,0.439,0.579,1.32262883573113e-05
"Hdac1",8.39784782526262e-10,-0.261802821959304,0.939,0.98,1.32870748291305e-05
"Gm28285",8.62091547287227e-10,-1.16603270737653,0.085,0.183,1.36400124611785e-05
"Uhrf2",9.09328710460506e-10,-0.406276081007674,0.757,0.857,1.43873988569061e-05
"Tbpl1",9.14181592121549e-10,-0.435672904513172,0.634,0.746,1.44641811505471e-05
"Echdc2",9.56389102686965e-10,-0.828795222373753,0.205,0.334,1.51319883827132e-05
"Map1b",9.6664297083337e-10,-0.483306826577491,0.777,0.859,1.52942250845256e-05
"Trappc4",9.89078159170271e-10,-0.213055198313215,0.992,0.994,1.5649194634392e-05
"Ctps",1.01113012551163e-09,-0.355199252543484,0.746,0.859,1.5998100845845e-05
"Selenow",1.01246199906771e-09,0.133773494922253,1,1,1.60191737492493e-05
"Dyrk3",1.04319178944672e-09,-0.543659419463743,0.342,0.503,1.6505380492626e-05
"Gpn3",1.05524932035047e-09,-0.567583423022001,0.495,0.622,1.66961547465851e-05
"Gsk3a",1.11046731314936e-09,-0.322526181753966,0.768,0.875,1.75698138286492e-05
"Aurka",1.12009196551158e-09,-0.716946535360029,0.361,0.509,1.77220950783242e-05
"Ndufa13",1.13260099803705e-09,0.128043762228713,1,1,1.79200129909423e-05
"Map4",1.13525150068894e-09,0.447263548032045,0.789,0.73,1.79619492439004e-05
"Utp18",1.13827437057901e-09,-0.439057540453016,0.53,0.67,1.80097770913011e-05
"Tada1",1.17397950417949e-09,-0.400364668174649,0.67,0.783,1.85747037151279e-05
"Tmod3",1.21999629746612e-09,-0.405901801427413,0.551,0.692,1.9302781418509e-05
"Tgif2",1.23178226474823e-09,-0.358520620436058,0.839,0.93,1.94892589928465e-05
"Ube2n",1.24449367641066e-09,-0.132426535866924,1,1,1.96903789481695e-05
"S100a16",1.24527724972601e-09,-0.639585726857033,0.27,0.419,1.9702776645165e-05
"Ergic3",1.26474259499487e-09,0.177394627396105,0.999,1,2.00107573380088e-05
"Izumo1r",1.29206333531731e-09,-1.47299495186695,0.049,0.127,2.04430260913905e-05
"Cadm2",1.33586448128368e-09,1.01519755197835,0.311,0.175,2.11360478228704e-05
"Mkrn3",1.36605353556122e-09,-0.757471695173994,0.201,0.332,2.16136990396497e-05
"Rpl27a",1.36911085409906e-09,-0.0742124700310995,1,1,2.16620719335553e-05
"Slc1a2",1.50303990839502e-09,1.4449481855432,0.315,0.189,2.3781097430626e-05
"Gm32585",1.50606676790981e-09,-1.33098769384276,0.067,0.155,2.3828988401869e-05
"Wdr75",1.51421144726103e-09,-0.401984642564523,0.619,0.763,2.3957853518564e-05
"AC160336.1",1.52223454233601e-09,-0.476996882424442,0.652,0.765,2.40847949288404e-05
"Rfwd3",1.52359330921265e-09,-0.534539041135047,0.436,0.581,2.41062933383626e-05
"Klhdc2",1.52791411286916e-09,-0.21281513891064,0.987,0.994,2.41746570938158e-05
"Hsp90aa1",1.55644351276418e-09,-0.163024321801545,1,1,2.46260492589548e-05
"Mapk8ip2",1.57074821329724e-09,-1.47428249772741,0.042,0.115,2.4852378230789e-05
"Prmt6",1.58015537420064e-09,-0.483724109198677,0.48,0.626,2.50012183306026e-05
"Zfp87",1.59469243620776e-09,-0.744428537493848,0.212,0.344,2.52312237256792e-05
"Pde3b",1.63607621966237e-09,-0.57173989092786,0.444,0.586,2.58859979474981e-05
"Fxyd2",1.63932350233194e-09,-5.29207916650666,0,0.024,2.59373764538959e-05
"Myh10",1.64748227927326e-09,-0.424182702514002,0.623,0.751,2.60664646226616e-05
"Tmem2",1.65428100399443e-09,-0.443003476982187,0.537,0.682,2.61740340451998e-05
"Ahi1",1.69044774298748e-09,0.406725151828606,0.776,0.676,2.67462641895478e-05
"Nelfb",1.69316220928906e-09,-0.348103704039137,0.761,0.853,2.67892124753715e-05
"Hnrnph2",1.7141735789694e-09,-0.233410564440188,0.942,0.978,2.71216543664539e-05
"Trnau1ap",1.76794263055165e-09,-0.328004044797235,0.706,0.835,2.79723883005882e-05
"Thumpd1",1.79680016765164e-09,-0.409850625132407,0.621,0.746,2.84289722525843e-05
"Wdr92",1.80849886304978e-09,-0.729649269731115,0.283,0.416,2.86140690111737e-05
"Cpe",1.88436962153128e-09,0.323850192062767,0.984,0.97,2.98144961518679e-05
"Mcm2",1.89838436684381e-09,-0.369606129716942,0.697,0.833,3.00362374522028e-05
"Cluap1",1.90427874406922e-09,-0.582341703783475,0.451,0.569,3.01294982886632e-05
"Wdr36",1.92267149632169e-09,-0.45270325812164,0.591,0.722,3.04205084148018e-05
"Fkbp4",1.98395208553894e-09,-0.187073980254239,0.999,1,3.13900898973971e-05
"Agpat4",2.00214640477612e-09,-0.390488705591427,0.673,0.793,3.16779604163677e-05
"Map4k3",2.05428138298638e-09,-0.528838661349494,0.441,0.581,3.25028400416105e-05
"Emd",2.07475945095166e-09,-0.259151917863072,0.941,0.98,3.28268440329571e-05
"Cdc16",2.08728602210334e-09,-0.237190821489319,0.975,0.99,3.3025039441719e-05
"Shb",2.09998712616093e-09,-0.872027420949627,0.168,0.288,3.32259963101182e-05
"Slc35f5",2.10647748434661e-09,-0.526595916459685,0.414,0.559,3.33286867573321e-05
"Sat1",2.11065403883779e-09,0.564452830316123,0.734,0.652,3.33947682024916e-05
"Nrip1",2.13891890999284e-09,-0.476703681520905,0.53,0.658,3.38419749939067e-05
"Zcchc17",2.14699203282927e-09,0.257982889355957,0.987,0.958,3.39697079434248e-05
"Banf1",2.18775916047457e-09,-0.163302637619765,1,1,3.46147254370287e-05
"Mir124-2hg",2.1982238911956e-09,-1.97630329860089,0.023,0.082,3.47802984064967e-05
"Mrpl49",2.21645911151352e-09,-0.251438633156559,0.927,0.968,3.50688160623668e-05
"Anxa6",2.22578026936055e-09,-0.19472080627712,0.999,1,3.52162954218226e-05
"Ndufb10",2.28377433787364e-09,0.171265219546846,1,1,3.61338775738367e-05
"Tcim",2.30259556469611e-09,-1.02300181819129,0.255,0.382,3.64316670246219e-05
"Tex261",2.30592822230485e-09,0.23014884086763,0.992,0.976,3.64843963333073e-05
"Ccnt1",2.32218786630309e-09,-0.330147207340176,0.815,0.909,3.67416564206476e-05
"Pet100",2.36692135485441e-09,0.338613056899557,0.878,0.847,3.74494296765065e-05
"Tmem216",2.37514368291263e-09,-0.54561091732116,0.397,0.545,3.75795233510436e-05
"Fermt2",2.38018039482559e-09,0.278592676664106,0.996,0.992,3.76592142069306e-05
"Golph3",2.46150068110856e-09,0.256859590658179,0.995,0.978,3.89458637764997e-05
"Aifm1",2.51242410113765e-09,-0.286474883156854,0.807,0.897,3.97515741281999e-05
"Rps27",2.54769818405893e-09,0.0879519037268768,1,1,4.03096806681803e-05
"Gm11808",2.58284265382464e-09,0.357446279630072,0.867,0.807,4.08657364688134e-05
"Wnt5a",2.58905364747921e-09,-0.62647787186699,0.386,0.521,4.09640068104161e-05
"Sin3b",2.5935400405673e-09,0.185277388258434,0.999,1,4.10349905218558e-05
"Mrpl38",2.62436927630993e-09,-0.290032561035809,0.922,0.956,4.15227706897757e-05
"Mrps35",2.66473713277979e-09,-0.269143102289517,0.906,0.94,4.21614709148419e-05
"5430416N02Rik",2.67788018376102e-09,-0.576992672401163,0.305,0.445,4.23694202674668e-05
"Pfn1",2.76632719921115e-09,-0.123661573868898,1,1,4.37688289459188e-05
"Srp72",2.76948035520643e-09,-0.199343677108823,0.993,0.992,4.38187181800762e-05
"Gm7324",2.80785052254874e-09,-1.22906936898086,0.068,0.155,4.44258109677662e-05
"Dr1",2.82548052977517e-09,-0.411604419278411,0.592,0.72,4.47047529421028e-05
"Larp1",2.88172517958909e-09,-0.378174333084389,0.811,0.873,4.55946557914587e-05
"Ralgps1",2.90494768451497e-09,-0.541285248478515,0.373,0.519,4.59620822643959e-05
"Tox3",2.94007090533226e-09,-0.663443876950007,0.506,0.64,4.6517801864167e-05
"Sfxn1",2.98448423581939e-09,0.193721275949864,1,1,4.72205095791345e-05
"Jade1",3.11317239422335e-09,-0.635901748541608,0.383,0.527,4.92566136214019e-05
"B230217C12Rik",3.11916218931142e-09,0.704293437988853,0.474,0.334,4.93513841592852e-05
"Ptprj",3.21440949045879e-09,0.976834929567023,0.353,0.219,5.0858386958039e-05
"Blvrb",3.32529319348221e-09,0.321982548420219,0.94,0.899,5.26127889072755e-05
"Uck1",3.33207302819185e-09,-0.440839102002172,0.516,0.65,5.27200594520514e-05
"Pin1",3.33504155597739e-09,-0.152716875812766,1,1,5.27670274986743e-05
"Wnt5b",3.36500693214118e-09,-0.915682415423816,0.191,0.31,5.32411396803378e-05
"Sntb2",3.38379353400605e-09,-0.515557055534736,0.577,0.692,5.35383812950437e-05
"Lsm5",3.43016892272691e-09,-0.255790714385113,0.981,0.984,5.42721326953852e-05
"Agap1",3.46421480418073e-09,0.306850371858553,0.949,0.911,5.48108066317475e-05
"Susd4",3.47030757350689e-09,1.16735245213064,0.259,0.137,5.49072064280259e-05
"Snrnp48",3.49256722000638e-09,-0.239748137506883,0.909,0.952,5.5259398554941e-05
"Rpl7a",3.51576338243546e-09,-0.0840702956629897,1,1,5.56264082368939e-05
"Etfrf1",3.59986440954396e-09,0.441601372749878,0.781,0.678,5.69570546878045e-05
"Slc9a3r1",3.60130323101698e-09,0.3580562553795,0.926,0.867,5.69798197211506e-05
"Zfp553",3.71225321606334e-09,-0.51967332609496,0.465,0.598,5.87352703845541e-05
"Ppargc1a",3.78801346230581e-09,0.694298789466583,0.501,0.372,5.99339490006025e-05
"Ssb",3.83581341770072e-09,-0.162837434886734,1,1,6.06902398948608e-05
"Kctd5",3.91767421202117e-09,-0.351250597735271,0.641,0.769,6.1985441382599e-05
"Chtf8",3.92101946391992e-09,-0.243019583392712,0.906,0.954,6.2038369958141e-05
"Mcc",3.92983064229912e-09,0.77640057137611,0.464,0.334,6.21777804224566e-05
"Rbm12b1",4.14534806438665e-09,-1.21549096248032,0.077,0.167,6.55876970747255e-05
"Mapk1",4.14567354672454e-09,-0.245830385101502,0.958,0.992,6.55928468562756e-05
"Gtpbp3",4.30179439772302e-09,-0.481666606340433,0.53,0.66,6.80629909607736e-05
"Glrx3",4.39616378345855e-09,-0.120679554095374,1,1,6.95561033818812e-05
"Agpat3",4.42484472328315e-09,0.249831960643522,0.976,0.972,7.00098932117859e-05
"Sem1",4.55072997453881e-09,-0.126681327549927,1,1,7.20016496571531e-05
"Tmem185b",4.56520353803091e-09,-0.47829797528962,0.42,0.565,7.2230650378725e-05
"mt-Nd2",4.69557047043323e-09,0.095608081392113,1,1,7.42933159831946e-05
"Atraid",4.70894583511947e-09,0.244055196670788,0.987,0.98,7.45049410032603e-05
"Fau",4.94020354092829e-09,-0.0723524374819178,1,1,7.81639004245674e-05
"Slc48a1",5.04989176291624e-09,0.322600198243177,0.871,0.821,7.98993874728608e-05
"Nhs",5.32695930505283e-09,-0.923959149099522,0.146,0.258,8.42831501245459e-05
"Snhg6",5.37825704734824e-09,-0.350451592444855,0.723,0.825,8.50947830031438e-05
"Arpc4",5.38646984699324e-09,-0.208739395748207,0.991,0.996,8.5224725919127e-05
"Cenpw",5.42146536989517e-09,-0.389385439944029,0.734,0.835,8.57784250824815e-05
"Foxo6",5.43449679739161e-09,-1.510719452982,0.035,0.101,8.598460832833e-05
"Srgap2",5.44256551135522e-09,0.270641684195633,0.973,0.944,8.61122715206623e-05
"Uqcrc1",5.47389233460923e-09,-0.154668401918939,1,1,8.66079245181873e-05
"Nab2",5.49442018979206e-09,-0.503334227703861,0.678,0.787,8.693271624289e-05
"Tmem9b",5.52945696726139e-09,0.39574729555365,0.803,0.722,8.74870681360098e-05
"Zfp644",5.5427274835908e-09,0.290078076033387,0.963,0.942,8.76970342453737e-05
"Rbm8a",5.60568469206239e-09,-0.169292320950413,0.999,1,8.86931431978112e-05
"Ehd4",5.64703903366138e-09,0.532211644376892,0.633,0.505,8.93474515905904e-05
"Tlk1",5.66673982106976e-09,-0.32996329937858,0.689,0.795,8.96591574489658e-05
"Tmem106b",5.69663676861775e-09,0.437357566034386,0.778,0.694,9.013218695307e-05
"Tcn2",5.7733073559961e-09,0.344596009105343,0.911,0.823,9.13452689865703e-05
"Six3",5.82993448780919e-09,3.36255686202131,0.077,0.006,9.2241223466117e-05
"Gpx1",5.90496603325655e-09,0.162209937888073,0.999,1,9.34283725781851e-05
"Naa25",5.93920292094683e-09,-0.404321529472923,0.627,0.748,9.39700686152207e-05
"Rpl23a",6.09551411881530e-09,-0.073425328736846,1,1,9.64432243878956e-05
"Sema3d",6.1268640511273e-09,-1.25535606050113,0.061,0.143,9.69392430169362e-05
"Aebp1",6.47810030801518e-09,-1.07930474773181,0.089,0.185,0.000102496503073416
"Rngtt",6.51673422190769e-09,-0.414180774237845,0.54,0.672,0.000103107768859023
"Tmem199",6.57993069927925e-09,-0.329978383940464,0.759,0.851,0.000104107663523996
"S100a10",6.58340177158934e-09,-0.394810263221591,0.916,0.93,0.000104162582830086
"Traf2",6.7371505661142e-09,-0.564381241321141,0.382,0.517,0.000106595196257059
"Wdr77",6.83363414894922e-09,-0.364923694333476,0.784,0.859,0.000108121759504675
"Snrnp70",6.85793739393758e-09,-0.172531286269495,0.999,0.998,0.00010850628544688
"Zfp113",6.93331604726507e-09,-0.526347988113846,0.373,0.511,0.000109698926499828
"Ankrd10",7.11074624777594e-09,-0.431266817069405,0.67,0.781,0.000112506227132311
"Wnk1",7.28259713392418e-09,0.245194560023308,0.988,0.978,0.000115225251852948
"Mrps21",7.45476009366701e-09,0.173978198006489,0.997,0.994,0.000117949214201999
"Med19",7.61376351989231e-09,-0.283243568142669,0.876,0.95,0.000120464966411736
"Basp1",7.73509783019596e-09,-0.167533313363686,0.999,0.998,0.00012238471786936
"Rmst",7.84165208156153e-09,-5.59163944836556,0,0.022,0.000124070619234467
"Slc25a23",7.87192099570351e-09,0.386986900841869,0.836,0.771,0.000124549533994021
"Rrp15",8.06901011695838e-09,-0.341420320190985,0.753,0.867,0.000127667878070515
"Trio",8.31268551669372e-09,0.424662363963536,0.862,0.829,0.000131523310245128
"Micalcl",8.38455881626583e-09,-1.27676611101215,0.062,0.143,0.000132660489590958
"Fcgrt",8.62085136466809e-09,0.588994650479588,0.542,0.398,0.000136399110291778
"Arhgdia",8.74690148130523e-09,0.14178723550392,1,1,0.000138393475237211
"Kif2c",9.03833167715301e-09,-0.820846848291492,0.287,0.41,0.000143004483795915
"Zfp958",9.13857446516273e-09,-0.658408460578266,0.211,0.34,0.000144590525187805
"Hnrnpf",9.218640447284e-09,-0.134310051513368,1,1,0.000145857329156927
"Hk1",9.4550414831331e-09,-0.512469234931957,0.383,0.523,0.000149597666346132
"Pgk1",9.7027370796937e-09,0.322695071700768,1,1,0.000153516706074914
"Lgmn",9.77443399039238e-09,0.377238034138655,0.85,0.775,0.000154651094595988
"Eif2s2",9.90469824854088e-09,-0.12003470846404,1,1,0.000156712135688414
"Ckb",9.91063277341462e-09,-0.113640075844149,1,1,0.000156806031740966
"Tmem39a",9.99989883456368e-09,-0.476433592752295,0.414,0.557,0.000158218399360467
"Sh3bgrl3",1.00274604234419e-08,0.19882975764214,0.998,0.998,0.000158654478819698
"Psmd11",1.02140554107052e-08,-0.190931135624703,0.995,0.998,0.000161606784708178
"Eif4e",1.03156149482153e-08,-0.177020955161027,1,1,0.000163213659710662
"Golim4",1.0571845607435e-08,0.345057969725917,0.845,0.771,0.000167267741200837
"Copa",1.05765889738031e-08,0.264643105494386,0.951,0.942,0.000167342790743512
"Far1",1.065892633523e-08,-0.390620677821684,0.671,0.753,0.00016864553247601
"Leo1",1.07407503388435e-08,-0.295476599628033,0.831,0.895,0.000169940151861182
"Oip5",1.07879744895624e-08,-0.811102538663341,0.233,0.352,0.000170687332373856
"E2f3",1.08352932524076e-08,-0.514293079657416,0.425,0.563,0.000171436009839593
"Slc35b2",1.09019475648583e-08,0.223950743376745,0.99,0.984,0.000172490614371189
"Stard4",1.09444530397275e-08,-0.311406273482449,0.801,0.883,0.000173163135994569
"Nav3",1.10310107845526e-08,0.638442363507565,0.654,0.559,0.000174532652633192
"Oaz1",1.11890098470324e-08,-0.0955448508058385,1,1,0.000177032513799747
"Ndufa1",1.14372018631135e-08,0.237464114894615,0.984,0.986,0.000180959407878182
"Mid2",1.14700093603398e-08,0.872178217205325,0.439,0.316,0.000181478488099296
